PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,DET@GSW,03/08/2025
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,DET@GSW,03/08/2025
"Smith, Tolu",Out,G League - Two-Way,Detroit Pistons,DET@GSW,03/08/2025
"Kuminga, Jonathan",Out,Injury/Illness - Right Ankle; Sprain,Golden State Warriors,DET@GSW,03/08/2025
"Payton II, Gary",Available,Injury/Illness - Nasal Bone; Fracture - Facemask,Golden State Warriors,DET@GSW,03/08/2025
"Podziemski, Brandin",Questionable,Injury/Illness - Bilateral Low Back; Soreness,Golden State Warriors,DET@GSW,03/08/2025
"Doncic, Luka",Probable,Injury/Illness - Right Knee; Contusion,Los Angeles Lakers,LAL@BOS,03/08/2025
"Hachimura, Rui",Out,Injury/Illness - Left Patellar; Tendinopathy,Los Angeles Lakers,LAL@BOS,03/08/2025
"Hayes, Jaxson",Doubtful,Injury/Illness - Right Knee; Contusion,Los Angeles Lakers,LAL@BOS,03/08/2025
"James, Bronny",Out,G League - On Assignment,Los Angeles Lakers,LAL@BOS,03/08/2025
"James, LeBron",Probable,Injury/Illness - Left Foot; Injury,Los Angeles Lakers,LAL@BOS,03/08/2025
"Kleber, Maxi",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@BOS,03/08/2025
"Davison, JD",Out,G League - Two-Way,Boston Celtics,LAL@BOS,03/08/2025
"Hauser, Sam",Questionable,Injury/Illness - Right Ankle; Sprain,Boston Celtics,LAL@BOS,03/08/2025
"Holiday, Jrue",Questionable,Injury/Illness - Right Hand; Mallet Finger,Boston Celtics,LAL@BOS,03/08/2025
"Norris, Miles",Out,G League - Two-Way,Boston Celtics,LAL@BOS,03/08/2025
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,LAL@BOS,03/08/2025
"Porzingis, Kristaps",Questionable,Injury/Illness - Illness; Non-Covid,Boston Celtics,LAL@BOS,03/08/2025
"Alexander, Trey",Available,-,Denver Nuggets,DEN@OKC,03/09/2025
"Cancar, Vlatko",Available,-,Denver Nuggets,DEN@OKC,03/09/2025
"Gordon, Aaron",Available,Injury/Illness - Left Ankle; Sprain,Denver Nuggets,DEN@OKC,03/09/2025
"Hall, PJ",Available,-,Denver Nuggets,DEN@OKC,03/09/2025
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@OKC,03/09/2025
"Jokic, Nikola",Available,Injury/Illness - Left Ankle; Inflammation,Denver Nuggets,DEN@OKC,03/09/2025
"Nnaji, Zeke",Available,-,Denver Nuggets,DEN@OKC,03/09/2025
"Strawther, Julian",Out,Injury/Illness - Left Knee; Sprain,Denver Nuggets,DEN@OKC,03/09/2025
"Watson, Peyton",Available,-,Denver Nuggets,DEN@OKC,03/09/2025
"Carlson, Branden",Out,G League - Two-Way,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Ducas, Alex",Out,G League - Two-Way,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Hartenstein, Isaiah",Available,Injury/Illness - Nasal; Fracture,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Jones, Dillon",Out,G League - On Assignment,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Mitchell, Ajay",Out,Injury/Illness - Right Great Toe; Sprain,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,DEN@OKC,03/09/2025
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,PHX@DAL,03/09/2025
"Martin, Cody",Out,G League - On Assignment,Phoenix Suns,PHX@DAL,03/09/2025
"Morris, Monte",Out,Injury/Illness - Low Back; Injury Management,Phoenix Suns,PHX@DAL,03/09/2025
"Davis, Anthony",Out,Injury/Illness - Left Adductor; Strain,Dallas Mavericks,PHX@DAL,03/09/2025
"Exum, Dante",Available,Injury/Illness - Right Foot; Contusion,Dallas Mavericks,PHX@DAL,03/09/2025
"Gafford, Daniel",Out,Injury/Illness - Right Knee; Sprain,Dallas Mavericks,PHX@DAL,03/09/2025
"Hardy, Jaden",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,PHX@DAL,03/09/2025
"Irving, Kyrie",Out,Injury/Illness - Left Knee; Sprain/ACL tear,Dallas Mavericks,PHX@DAL,03/09/2025
"Jones, Kai",Out,Injury/Illness - Left Quad; Strain,Dallas Mavericks,PHX@DAL,03/09/2025
"Lively II, Dereck",Out,Injury/Illness - Right Ankle; Stress Fracture,Dallas Mavericks,PHX@DAL,03/09/2025
"Martin, Caleb",Available,Injury/Illness - Right Hip; Strain,Dallas Mavericks,PHX@DAL,03/09/2025
"Prosper, Olivier-Maxence",Out,Injury/Illness - Right Wrist; Sprain,Dallas Mavericks,PHX@DAL,03/09/2025
"Washington, P.J.",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,PHX@DAL,03/09/2025
"Aldama, Santi",Out,Injury/Illness - Right Calf; Strain,Memphis Grizzlies,MEM@NOP,03/09/2025
"Jackson Jr., Jaren",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,MEM@NOP,03/09/2025
"Kawamura, Yuki",Out,G League - Two-Way,Memphis Grizzlies,MEM@NOP,03/09/2025
"Kennard, Luke",Doubtful,Injury/Illness - Low Back; Soreness,Memphis Grizzlies,MEM@NOP,03/09/2025
"Pullin, Zyon",Out,Injury/Illness - Right Patellar; Tendon Surgery Recovery,Memphis Grizzlies,MEM@NOP,03/09/2025
"Alvarado, Jose",Questionable,Injury/Illness - Left Hip; Soreness,New Orleans Pelicans,MEM@NOP,03/09/2025
"Boston, Brandon",Out,Injury/Illness - Right Ankle; Stress Reaction,New Orleans Pelicans,MEM@NOP,03/09/2025
"Jones, Herbert",Out,Injury/Illness - Right Shoulder; Torn Rotator Cuff,New Orleans Pelicans,MEM@NOP,03/09/2025
"McCollum, CJ",Out,Rest,New Orleans Pelicans,MEM@NOP,03/09/2025
"Murray, Dejounte",Out,Injury/Illness - Right Achilles; Rupture,New Orleans Pelicans,MEM@NOP,03/09/2025
"Quinones, Lester",Out,G League - Two-Way,New Orleans Pelicans,MEM@NOP,03/09/2025
"Williamson, Zion",Out,Return to Competition Reconditioning,New Orleans Pelicans,MEM@NOP,03/09/2025
"Clarkson, Jordan",Out,Injury/Illness - Left Plantar; Fasciitis,Utah Jazz,UTA@PHI,03/09/2025
"Collins, John",Out,Injury/Illness - Low Back; Injury Management,Utah Jazz,UTA@PHI,03/09/2025
"Harkless, Elijah",Out,G League - Two-Way,Utah Jazz,UTA@PHI,03/09/2025
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@PHI,03/09/2025
"Kessler, Walker",Out,Rest,Utah Jazz,UTA@PHI,03/09/2025
"Markkanen, Lauri",Out,Injury/Illness - Low Back; Injury Management,Utah Jazz,UTA@PHI,03/09/2025
"Sexton, Collin",Out,Injury/Illness - Left Ankle; Injury Management,Utah Jazz,UTA@PHI,03/09/2025
"Springer, Jaden",Questionable,Injury/Illness - Low Back; Soreness,Utah Jazz,UTA@PHI,03/09/2025
"Tshiebwe, Oscar",Questionable,G League - Two-Way,Utah Jazz,UTA@PHI,03/09/2025
"Drummond, Andre",Questionable,Injury/Illness - N/a; Illness,Philadelphia 76ers,UTA@PHI,03/09/2025
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury Management,Philadelphia 76ers,UTA@PHI,03/09/2025
"George, Paul",Out,Injury/Illness - Left Groin; Soreness,Philadelphia 76ers,UTA@PHI,03/09/2025
"Gordon, Eric",Out,Injury/Illness - Right Wrist; Surgery,Philadelphia 76ers,UTA@PHI,03/09/2025
"Hood-Schifino, Jalen",Out,G League - Two-Way,Philadelphia 76ers,UTA@PHI,03/09/2025
"Lowry, Kyle",Out,Injury/Illness - Right Hip; Injury Management,Philadelphia 76ers,UTA@PHI,03/09/2025
"Maxey, Tyrese",Out,Injury/Illness - Lower Back; Sprain / Finger Sprain,Philadelphia 76ers,UTA@PHI,03/09/2025
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus Surgery,Philadelphia 76ers,UTA@PHI,03/09/2025
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIL,03/09/2025
"Tomlin, Nae'Qwan",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIL,03/09/2025
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIL,03/09/2025
"Antetokounmpo, Giannis",Probable,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,CLE@MIL,03/09/2025
"Connaughton, Pat",Out,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,CLE@MIL,03/09/2025
"Kuzma, Kyle",Probable,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,CLE@MIL,03/09/2025
"Nance, Pete",Out,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,CLE@MIL,03/09/2025
"Portis, Bobby",Out,League Suspension,Milwaukee Bucks,CLE@MIL,03/09/2025
"Trent Jr., Gary",Probable,Injury/Illness - Right Knee;,Milwaukee Bucks,CLE@MIL,03/09/2025
"Bassey, Charles",Out,Injury/Illness - Left Knee; Acute-on- chronic Bone Bruise,San Antonio Spurs,SAS@MIN,03/09/2025
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,SAS@MIN,03/09/2025
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,SAS@MIN,03/09/2025
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,SAS@MIN,03/09/2025
"Wembanyama, Victor",Out,Injury/Illness - Right Shoulder; Deep Vein Thrombosis,San Antonio Spurs,SAS@MIN,03/09/2025
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,SAS@MIN,03/09/2025
"Garza, Luka",Questionable,Injury/Illness - Left Ankle; Sprain,Minnesota Timberwolves,SAS@MIN,03/09/2025
"Gobert, Rudy",Questionable,Injury/Illness - Low Back; Injury Maintenance,Minnesota Timberwolves,SAS@MIN,03/09/2025
"Miller, Leonard",Out,G League - On Assignment,Minnesota Timberwolves,SAS@MIN,03/09/2025
"Newton, Tristen",Out,G League - Two-Way,Minnesota Timberwolves,SAS@MIN,03/09/2025
"Avdija, Deni",Questionable,Injury/Illness - Left Quad; Contusion,Portland Trail Blazers,DET@POR,03/09/2025
"Ayton, Deandre",Out,Injury/Illness - Left Calf; Strain,Portland Trail Blazers,DET@POR,03/09/2025
"Cissoko, Sidy",Out,G League - Two-Way,Portland Trail Blazers,DET@POR,03/09/2025
"Thybulle, Matisse",Out,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,DET@POR,03/09/2025
"Walker, Jabari",Questionable,Injury/Illness - Right Hand; Soreness,Portland Trail Blazers,DET@POR,03/09/2025
"Williams III, Robert",Out,Injury/Illness - Left Knee; Sprain,Portland Trail Blazers,DET@POR,03/09/2025
"Crowder, Jae",Questionable,Injury/Illness - Low Back; Soreness,Sacramento Kings,SAC@LAC,03/09/2025
"Monk, Malik",Out,Injury/Illness - Right Toe; Sprain,Sacramento Kings,SAC@LAC,03/09/2025
"Sabonis, Domantas",Out,Injury/Illness - Left Hamstring; Strain,Sacramento Kings,SAC@LAC,03/09/2025
"Baldwin Jr., Patrick",Out,G League - Two-Way,LA Clippers,SAC@LAC,03/09/2025
"Christie, Cam",Out,G League - On Assignment,LA Clippers,SAC@LAC,03/09/2025
"Flowers, Trentyn",Out,G League - Two-Way,LA Clippers,SAC@LAC,03/09/2025
"Lundy, Seth",Out,G League - Two-Way,LA Clippers,SAC@LAC,03/09/2025
"Powell, Norman",Out,Injury/Illness - Right Hamstring; Strain,LA Clippers,SAC@LAC,03/09/2025
"Simmons, Ben",Out,Injury/Illness - Left Knee; Injury Management,LA Clippers,SAC@LAC,03/09/2025
"Mann, Tre",Out,Injury/Illness - Disc; Herniation,Charlotte Hornets,CHA@MIA,03/10/2025
"Miller, Brandon",Out,Injury/Illness - Right Wrist; Ligament Repair,Charlotte Hornets,CHA@MIA,03/10/2025
"Nurkic, Jusuf",Probable,Injury/Illness - Neck; Soreness,Charlotte Hornets,CHA@MIA,03/10/2025
"Okogie, Josh",Out,Injury/Illness - Left Hamstring; Strain,Charlotte Hornets,CHA@MIA,03/10/2025
"Salaun, Tidjane",Out,G League - On Assignment,Charlotte Hornets,CHA@MIA,03/10/2025
"Simpson, KJ",Out,G League - Two-Way,Charlotte Hornets,CHA@MIA,03/10/2025
"Williams, Grant",Out,Injury/Illness - Right ACL; Repair,Charlotte Hornets,CHA@MIA,03/10/2025
"Burks, Alec",Questionable,Injury/Illness - Lower Back; Pain,Miami Heat,CHA@MIA,03/10/2025
"Christopher, Josh",Out,G League - Two-Way,Miami Heat,CHA@MIA,03/10/2025
"Herro, Tyler",Probable,Injury/Illness - Head; Cold,Miami Heat,CHA@MIA,03/10/2025
"Highsmith, Haywood",Questionable,Injury/Illness - Left Knee; Contusion,Miami Heat,CHA@MIA,03/10/2025
"Jaquez Jr., Jaime",Available,Injury/Illness - Right Ankle; Sprain,Miami Heat,CHA@MIA,03/10/2025
"Jovic, Nikola",Out,Injury/Illness - Right Hand; Broken,Miami Heat,CHA@MIA,03/10/2025
"Robinson, Duncan",Questionable,Injury/Illness - Low Back; Pain,Miami Heat,CHA@MIA,03/10/2025
"Smith, Dru",Out,Injury/Illness - Left Achilles; Surgery,Miami Heat,CHA@MIA,03/10/2025
"Ware, Kel'el",Available,Injury/Illness - Left Knee; Sprain,Miami Heat,CHA@MIA,03/10/2025
"Wiggins, Andrew",Probable,Injury/Illness - Right Ankle; Sprain,Miami Heat,CHA@MIA,03/10/2025
"Doncic, Luka",Questionable,Injury/Illness - Back; Soreness,Los Angeles Lakers,LAL@BKN,03/10/2025
"Finney-Smith, Dorian",Out,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@BKN,03/10/2025
"Hachimura, Rui",Out,Injury/Illness - Left Patellar; Tendinopathy,Los Angeles Lakers,LAL@BKN,03/10/2025
"Hayes, Jaxson",Out,Injury/Illness - Right Knee; Contusion,Los Angeles Lakers,LAL@BKN,03/10/2025
"James, Bronny",Out,G League - On Assignment,Los Angeles Lakers,LAL@BKN,03/10/2025
"James, LeBron",Out,Injury/Illness - Left Groin; Strain,Los Angeles Lakers,LAL@BKN,03/10/2025
"Kleber, Maxi",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@BKN,03/10/2025
"Claxton, Nic",Available,Injury/Illness - Nasal; Fracture,Brooklyn Nets,LAL@BKN,03/10/2025
"Etienne, Tyson",Out,G League - Two-Way,Brooklyn Nets,LAL@BKN,03/10/2025
"Evbuomwan, Tosan",Out,G League - Two-Way,Brooklyn Nets,LAL@BKN,03/10/2025
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,LAL@BKN,03/10/2025
"Thomas, Cam",Out,Injury/Illness - Left Hamstring; Injury Management,Brooklyn Nets,LAL@BKN,03/10/2025
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Injury Management,Brooklyn Nets,LAL@BKN,03/10/2025
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,LAL@BKN,03/10/2025
"Drummond, Andre",Questionable,Injury/Illness - N/a; Illness,Philadelphia 76ers,PHI@ATL,03/10/2025
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury Management,Philadelphia 76ers,PHI@ATL,03/10/2025
"George, Paul",Out,Injury/Illness - Left Groin; Soreness,Philadelphia 76ers,PHI@ATL,03/10/2025
"Gordon, Eric",Out,Injury/Illness - Right Wrist; Surgery,Philadelphia 76ers,PHI@ATL,03/10/2025
"Hood-Schifino, Jalen",Out,G League - Two-Way,Philadelphia 76ers,PHI@ATL,03/10/2025
"Lowry, Kyle",Out,Injury/Illness - Right Hip; Injury Management,Philadelphia 76ers,PHI@ATL,03/10/2025
"Maxey, Tyrese",Out,Injury/Illness - Lower Back; Sprain / Finger Sprain,Philadelphia 76ers,PHI@ATL,03/10/2025
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus Surgery,Philadelphia 76ers,PHI@ATL,03/10/2025
"Oubre Jr., Kelly",Out,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,PHI@ATL,03/10/2025
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Atlanta Hawks Surgery,Philadelphia 76ers,PHI@ATL,03/10/2025
"Johnson, Jalen",Out,Injury/Illness - Left Shoulder; Surgery,Philadelphia 76ers,PHI@ATL,03/10/2025
"Krejci, Vit",Questionable,Injury/Illness - Lumbar; Fracture,Philadelphia 76ers,PHI@ATL,03/10/2025
"LeVert, Caris",Questionable,Injury/Illness - Left Middle Finger; Sprain,Philadelphia 76ers,PHI@ATL,03/10/2025
"Nance Jr., Larry",Out,Injury/Illness - Right Medial Femoral Condyle; Fracture,Philadelphia 76ers,PHI@ATL,03/10/2025
"Plowden, Daeqwon",Out,G League - Two-Way,Philadelphia 76ers,PHI@ATL,03/10/2025
"Toppin, Jacob",Out,G League - Two-Way,Philadelphia 76ers,PHI@ATL,03/10/2025
"Wallace, Keaton",Available,G League - Two-Way,Philadelphia 76ers,PHI@ATL,03/10/2025
"Young, Trae",Questionable,Injury/Illness - Left Quad; Contusion,Philadelphia 76ers,PHI@ATL,03/10/2025
"Clarkson, Jordan",Out,Injury/Illness - Left Plantar; Fasciitis,Utah Jazz,UTA@BOS,03/10/2025
"Collins, John",Questionable,Injury/Illness - Low Back; Injury Management,Utah Jazz,UTA@BOS,03/10/2025
"George, Keyonte",Out,Injury/Illness - Left Foot; Contusion,Utah Jazz,UTA@BOS,03/10/2025
"Harkless, Elijah",Out,G League - Two-Way,Utah Jazz,UTA@BOS,03/10/2025
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@BOS,03/10/2025
"Markkanen, Lauri",Questionable,Injury/Illness - Low Back; Injury Management,Utah Jazz,UTA@BOS,03/10/2025
"Potter, Micah",Out,G League - Two-Way,Utah Jazz,UTA@BOS,03/10/2025
"Springer, Jaden",Questionable,Injury/Illness - Low Back; Soreness,Utah Jazz,UTA@BOS,03/10/2025
"Tshiebwe, Oscar",Out,G League - Two-Way,Utah Jazz,UTA@BOS,03/10/2025
"Davison, JD",Out,G League - Two-Way,Boston Celtics,UTA@BOS,03/10/2025
"Horford, Al",Questionable,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,UTA@BOS,03/10/2025
"Norris, Miles",Out,G League - Two-Way,Boston Celtics,UTA@BOS,03/10/2025
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,UTA@BOS,03/10/2025
"Porzingis, Kristaps",Doubtful,Injury/Illness - Illness; Non-Covid,Boston Celtics,UTA@BOS,03/10/2025
"Tatum, Jayson",Questionable,Injury/Illness - Right Knee; Tendinopathy,Boston Celtics,UTA@BOS,03/10/2025
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,WAS@TOR,03/10/2025
"Brogdon, Malcolm",Out,Injury/Illness - Left Ankle; Sprain,Washington Wizards,WAS@TOR,03/10/2025
"Holmes, Richaun",Out,Injury/Illness - Left Knee; Contusion,Washington Wizards,WAS@TOR,03/10/2025
"Jones, Colby",Out,Injury/Illness - Right Achilles; Tendinopathy,Washington Wizards,WAS@TOR,03/10/2025
"Middleton, Khris",Out,Injury/Illness - Bilateral Ankle; Injury Management,Washington Wizards,WAS@TOR,03/10/2025
"Smart, Marcus",Out,Injury/Illness - Right Index Finger; Partial Extensor Hood Tear Injury,Washington Wizards,WAS@TOR,03/10/2025
"Agbaji, Ochai",Out,Injury/Illness - Left Ankle; Sprain,Toronto Raptors,WAS@TOR,03/10/2025
"Chomche, Ulrich",Out,Injury/Illness - Right Knee; Partial Proximal MCL Tear,Toronto Raptors,WAS@TOR,03/10/2025
"Dick, Gradey",Out,Injury/Illness - Right Knee; Bone Bruise,Toronto Raptors,WAS@TOR,03/10/2025
"Ingram, Brandon",Out,Injury/Illness - Left Ankle; Sprain,Toronto Raptors,WAS@TOR,03/10/2025
"Mogbo, Jonathan",Out,Injury/Illness - Nasal; Fracture,Toronto Raptors,WAS@TOR,03/10/2025
"Poeltl, Jakob",Out,Rest,Toronto Raptors,WAS@TOR,03/10/2025
"Walter, Ja'Kobe",Out,Injury/Illness - Right Hip; Flexor,Toronto Raptors,WAS@TOR,03/10/2025
"Gordon, Aaron",Out,Injury/Illness - Right Calf; Injury Management/Left Ankle Sprain,Denver Nuggets,DEN@OKC,03/10/2025
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@OKC,03/10/2025
"Jokic, Nikola",Questionable,Injury/Illness - Right Elbow; Contusion/Left Ankle Impingement,Denver Nuggets,DEN@OKC,03/10/2025
"Murray, Jamal",Questionable,Injury/Illness - Left Knee;,Denver Nuggets,DEN@OKC,03/10/2025
"Nnaji, Zeke",Probable,Injury/Illness - Left Ankle; Sprain,Denver Nuggets,DEN@OKC,03/10/2025
"Strawther, Julian",Out,Injury/Illness - Left Knee; Sprain,Denver Nuggets,DEN@OKC,03/10/2025
"Carlson, Branden",Out,G League - Two-Way,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Ducas, Alex",Out,G League - Two-Way,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Flagler, Adam",Out,G League - Two-Way,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Hartenstein, Isaiah",Available,Injury/Illness - Nasal; Fracture,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Jones, Dillon",Probable,G League - On Assignment,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Mitchell, Ajay",Out,Injury/Illness - Right Great Toe; Sprain,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,DEN@OKC,03/10/2025
"Dennis, RayJ",Probable,G League - Two-Way,Indiana Pacers,IND@CHI,03/10/2025
"Freeman, Enrique",Probable,G League - Two-Way,Indiana Pacers,IND@CHI,03/10/2025
"Haliburton, Tyrese",Questionable,Injury/Illness - Left Hip Flexor; Strain,Indiana Pacers,IND@CHI,03/10/2025
"Jackson, Isaiah",Out,Injury/Illness - Right Achilles Tendon; Torn,Indiana Pacers,IND@CHI,03/10/2025
"Jackson, Quenton",Probable,G League - Two-Way,Indiana Pacers,IND@CHI,03/10/2025
"McConnell, T.J.",Questionable,Injury/Illness - Right Ankle; Sprain,Indiana Pacers,IND@CHI,03/10/2025
"Ball, Lonzo",Doubtful,Injury/Illness - Right Wrist; Sprain,Chicago Bulls,IND@CHI,03/10/2025
"Dosunmu, Ayo",Out,Injury/Illness - Left Shoulder; Surgery,Chicago Bulls,IND@CHI,03/10/2025
"Liddell, E.J.",Questionable,G League - Two-Way,Chicago Bulls,IND@CHI,03/10/2025
"Miller, Emanuel",Questionable,G League - Two-Way,Chicago Bulls,IND@CHI,03/10/2025
"Vucevic, Nikola",Questionable,Injury/Illness - Right Calf; Strain,Chicago Bulls,IND@CHI,03/10/2025
"White, Coby",Probable,Injury/Illness - Right Toe; Sesamoiditis,Chicago Bulls,IND@CHI,03/10/2025
"Williams, Patrick",Questionable,Injury/Illness - Right Quadricep Tendon; Tendinosis,Chicago Bulls,IND@CHI,03/10/2025
"Young, Jahmir",Questionable,G League - Two-Way,Chicago Bulls,IND@CHI,03/10/2025
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,ORL@HOU,03/10/2025
"Suggs, Jalen",Out,Injury/Illness - Left Knee; Trochlea cartilage tear,Orlando Magic,ORL@HOU,03/10/2025
"Thompson, Ethan",Out,G League - Two-Way,Orlando Magic,ORL@HOU,03/10/2025
"Wagner, Moritz",Out,Injury/Illness - Left Knee; Torn ACL,Orlando Magic,ORL@HOU,03/10/2025
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,ORL@HOU,03/10/2025
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,ORL@HOU,03/10/2025
"Roddy, David",Out,G League - Two-Way,Houston Rockets,ORL@HOU,03/10/2025
"Sheppard, Reed",Out,Injury/Illness - Right Thumb; Avulsion Fracture,Houston Rockets,ORL@HOU,03/10/2025
"Thompson, Amen",Out,Injury/Illness - Left Ankle; Sprain,Houston Rockets,ORL@HOU,03/10/2025
"VanVleet, Fred",Questionable,Injury/Illness - Right Ankle; Strain,Houston Rockets,ORL@HOU,03/10/2025
"Beal, Bradley",Out,Injury/Illness - Left Calf; Injury,Phoenix Suns,PHX@MEM,03/10/2025
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,PHX@MEM,03/10/2025
"Martin, Cody",Out,G League - On Assignment,Phoenix Suns,PHX@MEM,03/10/2025
"Morris, Monte",Doubtful,Injury/Illness - Low Back; Injury Management,Phoenix Suns,PHX@MEM,03/10/2025
"Aldama, Santi",Out,Injury/Illness - Right Calf; Strain,Memphis Grizzlies,PHX@MEM,03/10/2025
"Clarke, Brandon",Questionable,Injury/Illness - Right Knee; Soreness,Memphis Grizzlies,PHX@MEM,03/10/2025
"Edey, Zach",Questionable,Injury/Illness - Right Ankle; Soreness,Memphis Grizzlies,PHX@MEM,03/10/2025
"Jackson Jr., Jaren",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,PHX@MEM,03/10/2025
"Kawamura, Yuki",Out,G League - Two-Way,Memphis Grizzlies,PHX@MEM,03/10/2025
"Kennard, Luke",Out,Injury/Illness - Low Back; Soreness,Memphis Grizzlies,PHX@MEM,03/10/2025
"Pullin, Zyon",Out,Injury/Illness - Right Patellar; Tendon Surgery Recovery,Memphis Grizzlies,PHX@MEM,03/10/2025
"Williams Jr., Vince",Questionable,Injury/Illness - Right Foot; Soreness,Memphis Grizzlies,PHX@MEM,03/10/2025
"Davis, Anthony",Out,Injury/Illness - Left Adductor; Strain,Dallas Mavericks,DAL@SAS,03/10/2025
"Gafford, Daniel",Out,Injury/Illness - Right Knee; Sprain,Dallas Mavericks,DAL@SAS,03/10/2025
"Hardy, Jaden",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@SAS,03/10/2025
"Irving, Kyrie",Out,Injury/Illness - Left Knee; Sprain/ACL tear,Dallas Mavericks,DAL@SAS,03/10/2025
"Jones, Kai",Out,Injury/Illness - Left Quad; Strain,Dallas Mavericks,DAL@SAS,03/10/2025
"Lively II, Dereck",Out,Injury/Illness - Right Ankle; Stress,Dallas Mavericks,DAL@SAS,03/10/2025
"Prosper, Olivier-Maxence",Out,Injury/Illness - Right Wrist; Sprain,Dallas Mavericks,DAL@SAS,03/10/2025
"Washington, P.J.",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@SAS,03/10/2025
"Williams, Brandon",Questionable,Injury/Illness - Left Hamstring; Tightness,Dallas Mavericks,DAL@SAS,03/10/2025
"Bassey, Charles",Out,Injury/Illness - Left Knee; Acute-on- chronic Bone Bruise,San Antonio Spurs,DAL@SAS,03/10/2025
"Castle, Stephon",Questionable,Injury/Illness - Left Shoulder; Contusion,San Antonio Spurs,DAL@SAS,03/10/2025
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/10/2025
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/10/2025
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/10/2025
"Sochan, Jeremy",Doubtful,Injury/Illness - Left Calf; Contusion,San Antonio Spurs,DAL@SAS,03/10/2025
"Wembanyama, Victor",Out,Injury/Illness - Right Shoulder; Deep Vein Thrombosis,San Antonio Spurs,DAL@SAS,03/10/2025
