PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Mitchell, Donovan",Out,Injury/Illness - Nasal; Fracture,Cleveland Cavaliers,CLE@IND,03/18/2024
"Mobley, Evan",Out,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,CLE@IND,03/18/2024
"Mobley, Isaiah",Out,G League - Two-Way,Cleveland Cavaliers,CLE@IND,03/18/2024
"Nance, Pete",Out,G League - Two-Way,Cleveland Cavaliers,CLE@IND,03/18/2024
"Strus, Max",Out,Injury/Illness - Right Knee; Strain,Cleveland Cavaliers,CLE@IND,03/18/2024
"Wade, Dean",Doubtful,Injury/Illness - Right Knee; Soreness,Cleveland Cavaliers,CLE@IND,03/18/2024
"Jackson, Quenton",Questionable,G League - Two-Way,Indiana Pacers,CLE@IND,03/18/2024
"Mathurin, Bennedict",Out,Injury/Illness - Right Shoulder; Labral Tear,Indiana Pacers,CLE@IND,03/18/2024
"McDermott, Doug",Out,Injury/Illness - Right Calf; Strain,Indiana Pacers,CLE@IND,03/18/2024
"Tshiebwe, Oscar",Questionable,G League - Two-Way,Indiana Pacers,CLE@IND,03/18/2024
"Wong, Isaiah",Questionable,G League - Two-Way,Indiana Pacers,CLE@IND,03/18/2024
"Boeheim, Buddy",Out,G League - Two-Way,Detroit Pistons,DET@BOS,03/18/2024
"Cunningham, Cade",Questionable,Injury/Illness - Left Knee; Injury Management,Detroit Pistons,DET@BOS,03/18/2024
"Fontecchio, Simone",Questionable,Injury/Illness - Left Great Toe; Contusion,Detroit Pistons,DET@BOS,03/18/2024
"Grimes, Quentin",Out,Injury/Illness - Right Knee; Contusion,Detroit Pistons,DET@BOS,03/18/2024
"Rhoden, Jared",Out,G League - Two-Way,Detroit Pistons,DET@BOS,03/18/2024
"Thompson, Ausar",Out,Injury/Illness - Illness; Medical,Detroit Pistons,DET@BOS,03/18/2024
"Brown, Jaylen",Questionable,Injury/Illness - Right Ankle; Sprain,Boston Celtics,DET@BOS,03/18/2024
"Davison, JD",Out,Injury/Illness - Illness; Non-Covid,Boston Celtics,DET@BOS,03/18/2024
"Hauser, Sam",Out,Injury/Illness - Left Ankle; Sprain,Boston Celtics,DET@BOS,03/18/2024
"Holiday, Jrue",Out,Injury/Illness - Right Shoulder; Contusion,Boston Celtics,DET@BOS,03/18/2024
"Horford, Al",Out,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,DET@BOS,03/18/2024
"Porzingis, Kristaps",Probable,Injury/Illness - Right Hamstring; Strain,Boston Celtics,DET@BOS,03/18/2024
"Tatum, Jayson",Questionable,Injury/Illness - Right Ankle; Impingement,Boston Celtics,DET@BOS,03/18/2024
"Adebayo, Bam",Available,Injury/Illness - Low Back; Contusion,Miami Heat,MIA@PHI,03/18/2024
"Butler, Jimmy",Questionable,Injury/Illness - Right Foot; Contusion,Miami Heat,MIA@PHI,03/18/2024
"Herro, Tyler",Out,Injury/Illness - Right Foot; Medial Tendinitis,Miami Heat,MIA@PHI,03/18/2024
"Jovic, Nikola",Out,Injury/Illness - Right Hamstring; Strain,Miami Heat,MIA@PHI,03/18/2024
"Love, Kevin",Out,Injury/Illness - Right Heel; Bruise,Miami Heat,MIA@PHI,03/18/2024
"Martin, Caleb",Available,Injury/Illness - Left Thumb; Sprain,Miami Heat,MIA@PHI,03/18/2024
"Richardson, Josh",Out,Injury/Illness - Right Shoulder; Surgery,Miami Heat,MIA@PHI,03/18/2024
"Swider, Cole",Out,G League - Two-Way,Miami Heat,MIA@PHI,03/18/2024
"Williams, Alondes",Out,G League - Two-Way,Miami Heat,MIA@PHI,03/18/2024
"Covington, Robert",Out,Injury/Illness - Left Knee; Bone Bruise,Philadelphia 76ers,MIA@PHI,03/18/2024
"Embiid, Joel",Out,Injury/Illness - Left Knee; Meniscus Procedure,Philadelphia 76ers,MIA@PHI,03/18/2024
"Harris, Tobias",Questionable,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,MIA@PHI,03/18/2024
"Jones, Kai",Out,Injury/Illness - Right Hamstring; Strain,Philadelphia 76ers,MIA@PHI,03/18/2024
"Melton, De'Anthony",Out,Injury/Illness - Back; Lumbar Spine Bone Stress,Philadelphia 76ers,MIA@PHI,03/18/2024
"Smith, Terquavion",Out,G League - Two-Way,Philadelphia 76ers,MIA@PHI,03/18/2024
"Brogdon, Malcolm",Out,Injury/Illness - Right Elbow; Tendinitis,Portland Trail Blazers,POR@CHI,03/18/2024
"Grant, Jerami",Doubtful,Injury/Illness - Right Hamstring; Strain,Portland Trail Blazers,POR@CHI,03/18/2024
"Hagans, Ashton",Questionable,G League - Two-Way,Portland Trail Blazers,POR@CHI,03/18/2024
"Sharpe, Shaedon",Out,Injury/Illness - Lower Abdominal; Surgery,Portland Trail Blazers,POR@CHI,03/18/2024
"Thybulle, Matisse",Questionable,Injury/Illness - Right Ankle; Soreness,Portland Trail Blazers,POR@CHI,03/18/2024
"Williams III, Robert",Out,Injury/Illness - Right Knee; Ligament Tear,Portland Trail Blazers,POR@CHI,03/18/2024
"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery,Chicago Bulls,POR@CHI,03/18/2024
"Caruso, Alex",Questionable,Injury/Illness - Left Toe; Soreness,Chicago Bulls,POR@CHI,03/18/2024
"LaVine, Zach",Out,Injury/Illness - Right Midfoot; Surgery,Chicago Bulls,POR@CHI,03/18/2024
"Phillips, Julian",Out,Injury/Illness - Right Foot; Sprain,Chicago Bulls,POR@CHI,03/18/2024
"White, Coby",Doubtful,Injury/Illness - Right Hip; Strain,Chicago Bulls,POR@CHI,03/18/2024
"Williams, Patrick",Out,Injury/Illness - Left Midfoot; Surgery,Chicago Bulls,POR@CHI,03/18/2024
"Anderson, Kyle",Questionable,Injury/Illness - Right Shoulder; Pain,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Clark, Jaylen",Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Gobert, Rudy",Questionable,Injury/Illness - Left Rib; Sprain,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Morris, Monte",Questionable,Injury/Illness - Left Hamstring; Strain,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Nix, Daishen",Out,G League - Two-Way,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Towns, Karl-Anthony",Out,Injury/Illness - Left Meniscus; Tear,Minnesota Timberwolves,MIN@UTA,03/18/2024
"Bazley, Darius",Out,G League - On Assignment,Utah Jazz,MIN@UTA,03/18/2024
"Clarkson, Jordan",Out,Injury/Illness - Right Groin; Strain,Utah Jazz,MIN@UTA,03/18/2024
"Juzang, Johnny",Out,G League - Two-Way,Utah Jazz,MIN@UTA,03/18/2024
"Lofton Jr., Kenneth",Out,G League - On Assignment,Utah Jazz,MIN@UTA,03/18/2024
"Markkanen, Lauri",Questionable,Injury/Illness - Right Quadriceps; Contusion,Utah Jazz,MIN@UTA,03/18/2024
"Potter, Micah",Out,G League - Two-Way,Utah Jazz,MIN@UTA,03/18/2024
"Preston, Jason",Out,G League - Two-Way,Utah Jazz,MIN@UTA,03/18/2024
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tendon Repair,Memphis Grizzlies,MEM@SAC,03/18/2024
"Kennard, Luke",Out,Personal Reasons,Memphis Grizzlies,MEM@SAC,03/18/2024
"Morant, Ja",Out,Injury/Illness - Right Shoulder; Labral Repair,Memphis Grizzlies,MEM@SAC,03/18/2024
"Pippen Jr., Scotty",Out,Injury/Illness - Left Shin; Soreness,Memphis Grizzlies,MEM@SAC,03/18/2024
"Rose, Derrick",Out,Injury/Illness - Right Groin; Low Back Injury Recovery,Memphis Grizzlies,MEM@SAC,03/18/2024
"Smart, Marcus",Out,Injury/Illness - Right Ring Finger; Central Slip Tear,Memphis Grizzlies,MEM@SAC,03/18/2024
"Stevens, Lamar",Out,Injury/Illness - Left Adductor; Strain,Memphis Grizzlies,MEM@SAC,03/18/2024
"Watanabe, Yuta",Out,Personal Reasons,Memphis Grizzlies,MEM@SAC,03/18/2024
"Williams Jr., Vince",Doubtful,Injury/Illness - Left Patellar; Tendonitis,Memphis Grizzlies,MEM@SAC,03/18/2024
"Williams, Ziaire",Out,Injury/Illness - Right Low Back; Hip Flexor Strain,Memphis Grizzlies,MEM@SAC,03/18/2024
"Lyles, Trey",Out,Injury/Illness - Left Knee; Sprain,Sacramento Kings,MEM@SAC,03/18/2024
"Vezenkov, Sasha",Out,Injury/Illness - Right Ankle; Sprain,Sacramento Kings,MEM@SAC,03/18/2024
"Anunoby, OG",Out,Injury/Illness - Right Elbow; Injury Management,New York Knicks,NYK@GSW,03/18/2024
"Randle, Julius",Out,Injury/Illness - Right Shoulder;,New York Knicks,NYK@GSW,03/18/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,NYK@GSW,03/18/2024
"Castleton, Colin",Out,Injury/Illness - Right Wrist; Fracture,Los Angeles Lakers,ATL@LAL,03/18/2024
"Davis, Anthony",Questionable,Injury/Illness - Left Corneal; Abrasion,Los Angeles Lakers,ATL@LAL,03/18/2024
"Hood-Schifino, Jalen",Out,G League - On Assignment,Los Angeles Lakers,ATL@LAL,03/18/2024
"James, LeBron",Questionable,Injury/Illness - Left Ankle; Peroneal Tendinopathy,Los Angeles Lakers,ATL@LAL,03/18/2024
"Reddish, Cam",Out,Injury/Illness - Right Ankle; Sprain,Los Angeles Lakers,ATL@LAL,03/18/2024
"Vanderbilt, Jarred",Out,Injury/Illness - Right Mid-foot; Sprain,Los Angeles Lakers,ATL@LAL,03/18/2024
"Vincent, Gabe",Out,Injury/Illness - Left Knee; Surgery,Los Angeles Lakers,ATL@LAL,03/18/2024
"Wood, Christian",Out,Injury/Illness - Left Knee; Effusion,Los Angeles Lakers,ATL@LAL,03/18/2024
"Ball, LaMelo",Out,Injury/Illness - Right Ankle; Tendinopathy,Charlotte Hornets,CHA@ORL,03/19/2024
"Black, Leaky",Out,G League - Two-Way,Charlotte Hornets,CHA@ORL,03/19/2024
"Bolden, Marques",Out,G League - Two-Way,Charlotte Hornets,CHA@ORL,03/19/2024
"Curry, Seth",Out,Injury/Illness - Right Ankle; Sprain,Charlotte Hornets,CHA@ORL,03/19/2024
"Mann, Tre",Questionable,Injury/Illness - N/A; Illness,Charlotte Hornets,CHA@ORL,03/19/2024
"Martin, Cody",Out,Injury/Illness - Left Ankle; Sprain,Charlotte Hornets,CHA@ORL,03/19/2024
"McGowens, Bryce",Out,Injury/Illness - Right Knee; Strain,Charlotte Hornets,CHA@ORL,03/19/2024
"Williams, Mark",Out,Injury/Illness - Low Back; Injury Recovery,Charlotte Hornets,CHA@ORL,03/19/2024
"Harris, Kevon",Out,G League - Two-Way,Orlando Magic,CHA@ORL,03/19/2024
"Howard, Jett",Out,G League - On Assignment,Orlando Magic,CHA@ORL,03/19/2024
"Queen, Trevelin",Out,G League - Two-Way,Orlando Magic,CHA@ORL,03/19/2024
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Surgery,Houston Rockets,HOU@WAS,03/19/2024
"Eason, Tari",Out,Injury/Illness - Left Tibia; Surgery,Houston Rockets,HOU@WAS,03/19/2024
"Hinton, Nate",Out,G League - Two-Way,Houston Rockets,HOU@WAS,03/19/2024
"Samuels Jr., Jermaine",Out,G League - Two-Way,Houston Rockets,HOU@WAS,03/19/2024
"Sengun, Alperen",Out,Injury/Illness - Right Ankle; Sprain;,Houston Rockets,HOU@WAS,03/19/2024
"Whitmore, Cam",Out,Injury/Illness - Right Knee; Sprain,Houston Rockets,HOU@WAS,03/19/2024
"Avdija, Deni",Out,Injury/Illness - Right Knee; Contusion,Washington Wizards,HOU@WAS,03/19/2024
"Bagley III, Marvin",Out,Injury/Illness - Back; Lumbosacral sprain,Washington Wizards,HOU@WAS,03/19/2024
"Coulibaly, Bilal",Out,Injury/Illness - Right Wrist; Fracture,Washington Wizards,HOU@WAS,03/19/2024
"Jones, Tyus",Out,Injury/Illness - Back; Lumbosacral sprain,Washington Wizards,HOU@WAS,03/19/2024
"Kuzma, Kyle",Questionable,Injury/Illness - Left Shoulder; Soreness,Washington Wizards,HOU@WAS,03/19/2024
"Livers, Isaiah",Out,Injury/Illness - Right Hip; Joint capsule inflammation,Washington Wizards,HOU@WAS,03/19/2024
"Omoruyi, Eugene",Out,Injury/Illness - Right Ankle; Sprain,Washington Wizards,HOU@WAS,03/19/2024
"Shamet, Landry",Out,Injury/Illness - Left Calf; Strain,Washington Wizards,HOU@WAS,03/19/2024
"Daniels, Dyson",Out,Injury/Illness - Left Knee; Meniscectomy,New Orleans Pelicans,NOP@BKN,03/19/2024
"Hill, Malcolm",Out,G League - Two-Way,New Orleans Pelicans,NOP@BKN,03/19/2024
"Jones, Herbert",Probable,Injury/Illness - Low Back / Hip; Contusion,New Orleans Pelicans,NOP@BKN,03/19/2024
"Liddell, E.J.",Out,G League - On Assignment,New Orleans Pelicans,NOP@BKN,03/19/2024
"Seabron, Dereon",Out,G League - Two-Way,New Orleans Pelicans,NOP@BKN,03/19/2024
"Zeller, Cody",Available,Injury/Illness - Face; Mask,New Orleans Pelicans,NOP@BKN,03/19/2024
"Clowney, Noah",Out,G League - On Assignment,Brooklyn Nets,NOP@BKN,03/19/2024
"Finney-Smith, Dorian",Questionable,Injury/Illness - Left Ankle; Soreness,Brooklyn Nets,NOP@BKN,03/19/2024
"Gilyard, Jacob",Out,G League - Two-Way,Brooklyn Nets,NOP@BKN,03/19/2024
"Johnson, Keon",Out,G League - Two-Way,Brooklyn Nets,NOP@BKN,03/19/2024
"Martin, Jaylen",Out,G League - Two-Way,Brooklyn Nets,NOP@BKN,03/19/2024
"Simmons, Ben",Out,Injury/Illness - Left Lower Back; Nerve Impingement,Brooklyn Nets,NOP@BKN,03/19/2024
"Whitehead, Dariq",Out,Injury/Illness - Left Shin; Stress Reaction,Brooklyn Nets,NOP@BKN,03/19/2024
"Brown III, Greg",Out,G League - Two-Way,Dallas Mavericks,DAL@SAS,03/19/2024
"Doncic, Luka",Probable,Injury/Illness - Left Hamstring; Soreness,Dallas Mavericks,DAL@SAS,03/19/2024
"Exum, Dante",Probable,Injury/Illness - Right Plantar Fascia; Sprain,Dallas Mavericks,DAL@SAS,03/19/2024
"Fudge, Alex",Out,G League - Two-Way,Dallas Mavericks,DAL@SAS,03/19/2024
"Green, Josh",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@SAS,03/19/2024
"Prosper, Olivier-Maxence",Out,G League - On Assignment,Dallas Mavericks,DAL@SAS,03/19/2024
"Williams, Brandon",Out,G League - Two-Way,Dallas Mavericks,DAL@SAS,03/19/2024
"Barlow, Dominick",Available,-,San Antonio Spurs,DAL@SAS,03/19/2024
"Bassey, Charles",Out,Injury/Illness - Left Acl; Tear,San Antonio Spurs,DAL@SAS,03/19/2024
"Bouyea, Jamaree",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/19/2024
"Cissoko, Sidy",Out,G League - On Assignment,San Antonio Spurs,DAL@SAS,03/19/2024
"Collins, Zach",Out,Concussion Protocol,San Antonio Spurs,DAL@SAS,03/19/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/19/2024
"Gray, RaiQuan",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/19/2024
"Cancar, Vlatko",Out,Injury/Illness - Left Knee; Surgery,Denver Nuggets,DEN@MIN,03/19/2024
"Nnaji, Zeke",Questionable,Injury/Illness - Low Back; Pain,Denver Nuggets,DEN@MIN,03/19/2024
"Clark, Jaylen",Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab,Minnesota Timberwolves,DEN@MIN,03/19/2024
"Edwards, Anthony",Questionable,Injury/Illness - Left Middle Finger; Dislocation/Sprain,Minnesota Timberwolves,DEN@MIN,03/19/2024
"Gobert, Rudy",Questionable,Injury/Illness - Left Rib; Sprain,Minnesota Timberwolves,DEN@MIN,03/19/2024
"Reid, Naz",Questionable,Injury/Illness - Head; Injury,Minnesota Timberwolves,DEN@MIN,03/19/2024
"Towns, Karl-Anthony",Out,Injury/Illness - Left Meniscus; Tear,Minnesota Timberwolves,DEN@MIN,03/19/2024
"Jackson, Quenton",Questionable,G League - Two-Way,Indiana Pacers,IND@DET,03/20/2024
"Mathurin, Bennedict",Out,Injury/Illness - Right Shoulder; Labral tear,Indiana Pacers,IND@DET,03/20/2024
"McDermott, Doug",Questionable,Injury/Illness - Right Calf; Strain,Indiana Pacers,IND@DET,03/20/2024
"Tshiebwe, Oscar",Questionable,G League - Two-Way,Indiana Pacers,IND@DET,03/20/2024
"Wong, Isaiah",Questionable,G League - Two-Way,Indiana Pacers,IND@DET,03/20/2024
"Fontecchio, Simone",Questionable,Injury/Illness - Left Great Toe; Contusion,Detroit Pistons,IND@DET,03/20/2024
"Gibson, Taj",Questionable,Injury/Illness - Right Hamstring; Soreness,Detroit Pistons,IND@DET,03/20/2024
"Grimes, Quentin",Out,Injury/Illness - Right Knee; Contusion,Detroit Pistons,IND@DET,03/20/2024
"Stewart, Isaiah",Out,Injury/Illness - Right Hamstring; Strain,Detroit Pistons,IND@DET,03/20/2024
"Thompson, Ausar",Out,Injury/Illness - Illness; Medical,Detroit Pistons,IND@DET,03/20/2024
"Adebayo, Bam",Questionable,Injury/Illness - Lower Back; Contusion,Miami Heat,MIA@CLE,03/20/2024
"Butler, Jimmy",Questionable,Injury/Illness - Right Foot; Contusion,Miami Heat,MIA@CLE,03/20/2024
"Herro, Tyler",Out,Injury/Illness - Right Foot; Medial Tendinitis,Miami Heat,MIA@CLE,03/20/2024
"Jovic, Nikola",Questionable,Injury/Illness - Right Hamstring; Strain,Miami Heat,MIA@CLE,03/20/2024
"Love, Kevin",Out,Injury/Illness - Right Heel; Bruise,Miami Heat,MIA@CLE,03/20/2024
"Martin, Caleb",Available,Injury/Illness - Left Thumb; Sprain,Miami Heat,MIA@CLE,03/20/2024
"Richardson, Josh",Out,Injury/Illness - Right Shoulder; Surgery,Miami Heat,MIA@CLE,03/20/2024
"Robinson, Duncan",Out,Injury/Illness - Back; Discomfort,Miami Heat,MIA@CLE,03/20/2024
"Robinson, Orlando",Available,G League - On Assignment,Miami Heat,MIA@CLE,03/20/2024
"Williams, Alondes",Available,G League - Two-Way,Miami Heat,MIA@CLE,03/20/2024
"Jerome, Ty",Out,Injury/Illness - Right Ankle; Surgery,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Mitchell, Donovan",Out,Injury/Illness - Nasal; Fracture,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Mobley, Evan",Out,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Mobley, Isaiah",Out,G League - Two-Way,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Nance, Pete",Out,G League - Two-Way,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Strus, Max",Out,Injury/Illness - Right Knee; Strain,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Wade, Dean",Out,Injury/Illness - Right Knee; Sprain,Cleveland Cavaliers,MIA@CLE,03/20/2024
"Antetokounmpo, Giannis",Out,Injury/Illness - Left Hamstring; Tendinopathy,Milwaukee Bucks,MIL@BOS,03/20/2024
"Beauchamp, MarJon",Available,Injury/Illness - Back; Spasms,Milwaukee Bucks,MIL@BOS,03/20/2024
"Galloway, Jaylin",Out,G League - Two-Way,Milwaukee Bucks,MIL@BOS,03/20/2024
"Livingston, Chris",Out,G League - On Assignment,Milwaukee Bucks,MIL@BOS,03/20/2024
"Rollins, Ryan",Out,G League - Two-Way,Milwaukee Bucks,MIL@BOS,03/20/2024
"Washington Jr., TyTy",Out,G League - Two-Way,Milwaukee Bucks,MIL@BOS,03/20/2024
"Brown, Jaylen",Questionable,Injury/Illness - Right Ankle; Sprain,Boston Celtics,MIL@BOS,03/20/2024
"Davison, JD",Out,G League - Two-Way,Boston Celtics,MIL@BOS,03/20/2024
"Hauser, Sam",Questionable,Injury/Illness - Left Ankle; Sprain,Boston Celtics,MIL@BOS,03/20/2024
"Holiday, Jrue",Questionable,Injury/Illness - Right AC Joint; Sprain,Boston Celtics,MIL@BOS,03/20/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,MIL@BOS,03/20/2024
"Walsh, Jordan",Out,G League - On Assignment,Boston Celtics,MIL@BOS,03/20/2024
"Ford, Jordan",Out,G League - Two-Way,Sacramento Kings,SAC@TOR,03/20/2024
"Huerter, Kevin",Out,Injury/Illness - Left Shoulder; Dislocation,Sacramento Kings,SAC@TOR,03/20/2024
"Jones, Mason",Out,G League - Two-Way,Sacramento Kings,SAC@TOR,03/20/2024
"Lyles, Trey",Out,Injury/Illness - Left Knee; Sprain,Sacramento Kings,SAC@TOR,03/20/2024
"Vezenkov, Sasha",Questionable,Injury/Illness - Right Ankle; Sprain,Sacramento Kings,SAC@TOR,03/20/2024
"Barnes, Scottie",Out,Injury/Illness - Left Hand; Fracture,Toronto Raptors,SAC@TOR,03/20/2024
"Barrett, RJ",Out,Personal Reasons,Toronto Raptors,SAC@TOR,03/20/2024
"Boucher, Chris",Out,Injury/Illness - Right Knee; Partial tear - MCL,Toronto Raptors,SAC@TOR,03/20/2024
"Carton, D.J.",Out,Injury/Illness - Right Ankle; Sprain,Toronto Raptors,SAC@TOR,03/20/2024
"Poeltl, Jakob",Out,Injury/Illness - Left Hand; Torn ligament - fifth metacarpal,Toronto Raptors,SAC@TOR,03/20/2024
"Quickley, Immanuel",Out,Personal Reasons,Toronto Raptors,SAC@TOR,03/20/2024
"Bazley, Darius",Out,G League - On Assignment,Utah Jazz,UTA@OKC,03/20/2024
"Clarkson, Jordan",Out,Injury/Illness - Right Groin; Strain,Utah Jazz,UTA@OKC,03/20/2024
"Collins, John",Questionable,Injury/Illness - Right Facial; Contusion,Utah Jazz,UTA@OKC,03/20/2024
"Juzang, Johnny",Questionable,G League - Two-Way,Utah Jazz,UTA@OKC,03/20/2024
"Lofton Jr., Kenneth",Out,G League - On Assignment,Utah Jazz,UTA@OKC,03/20/2024
"Markkanen, Lauri",Out,Injury/Illness - Right Quadriceps; Contusion; Injury Maintenance,Utah Jazz,UTA@OKC,03/20/2024
"Potter, Micah",Questionable,G League - Two-Way,Utah Jazz,UTA@OKC,03/20/2024
"Preston, Jason",Questionable,G League - Two-Way,Utah Jazz,UTA@OKC,03/20/2024
"Flagler, Adam",Out,G League - Two-Way,Oklahoma City Thunder,UTA@OKC,03/20/2024
"Mann, Terance",Questionable,Injury/Illness - Right Shoulder; Strain,LA Clippers,LAC@POR,03/20/2024
"Powell, Norman",Questionable,Injury/Illness - Left Lower Leg; Contusion,LA Clippers,LAC@POR,03/20/2024
"Westbrook, Russell",Out,Injury/Illness - Left Hand; Fracture,LA Clippers,LAC@POR,03/20/2024
"Brogdon, Malcolm",Out,Injury/Illness - Right Elbow; Tendinitis,Portland Trail Blazers,LAC@POR,03/20/2024
"Grant, Jerami",Doubtful,Injury/Illness - Right Hamstring; Strain,Portland Trail Blazers,LAC@POR,03/20/2024
"Hagans, Ashton",Questionable,G League - Two-Way,Portland Trail Blazers,LAC@POR,03/20/2024
"Sharpe, Shaedon",Out,Injury/Illness - Lower Abdominal; Surgery,Portland Trail Blazers,LAC@POR,03/20/2024
"Thybulle, Matisse",Questionable,Injury/Illness - Right Ankle; Soreness,Portland Trail Blazers,LAC@POR,03/20/2024
"Williams III, Robert",Out,Injury/Illness - Right Knee; Ligament Tear,Portland Trail Blazers,LAC@POR,03/20/2024
"Aldama, Santi",Questionable,Injury/Illness - Left Elbow; Soreness,Memphis Grizzlies,MEM@GSW,03/20/2024
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tendon Repair,Memphis Grizzlies,MEM@GSW,03/20/2024
"Kennard, Luke",Out,Personal Reasons,Memphis Grizzlies,MEM@GSW,03/20/2024
"Morant, Ja",Out,Injury/Illness - Right Shoulder; Labral Repair,Memphis Grizzlies,MEM@GSW,03/20/2024
"Pippen Jr., Scotty",Out,Injury/Illness - Left Shin; Contusion,Memphis Grizzlies,MEM@GSW,03/20/2024
"Rose, Derrick",Out,Injury/Illness - Right Groin; Low Back Injury Recovery,Memphis Grizzlies,MEM@GSW,03/20/2024
"Smart, Marcus",Out,Injury/Illness - Right Ring Finger; Central Slip Tear,Memphis Grizzlies,MEM@GSW,03/20/2024
"Stevens, Lamar",Out,Injury/Illness - Left Adductor; Strain,Memphis Grizzlies,MEM@GSW,03/20/2024
"Watanabe, Yuta",Out,Personal Reasons,Memphis Grizzlies,MEM@GSW,03/20/2024
"Williams Jr., Vince",Doubtful,Injury/Illness - Left Patellar; Tendonitis,Memphis Grizzlies,MEM@GSW,03/20/2024
"Williams, Ziaire",Out,Injury/Illness - Right Low Back; Hip Flexor Strain,Memphis Grizzlies,MEM@GSW,03/20/2024
"Green, Draymond",Questionable,Injury/Illness - Low Back; Soreness,Golden State Warriors,MEM@GSW,03/20/2024
"Moody, Moses",Questionable,Injury/Illness - Left Knee; Soreness,Golden State Warriors,MEM@GSW,03/20/2024
"Covington, Robert",Out,Injury/Illness - Left Knee; Bone Bruise,Philadelphia 76ers,PHI@PHX,03/20/2024
"Embiid, Joel",Out,Injury/Illness - Left Knee; Meniscus Procedure,Philadelphia 76ers,PHI@PHX,03/20/2024
"Harris, Tobias",Questionable,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,PHI@PHX,03/20/2024
"Jones, Kai",Out,Injury/Illness - Right Hamstring; Strain,Philadelphia 76ers,PHI@PHX,03/20/2024
"Melton, De'Anthony",Out,Injury/Illness - Back; Lumbar Spine Bone Stress,Philadelphia 76ers,PHI@PHX,03/20/2024
"Smith, Terquavion",Out,G League - Two-Way,Philadelphia 76ers,PHI@PHX,03/20/2024
"Bol, Bol",Probable,Injury/Illness - Right Ankle; Sprain,Phoenix Suns,PHI@PHX,03/20/2024
"Lee, Damion",Out,Injury/Illness - Right Meniscus; Surgery,Phoenix Suns,PHI@PHX,03/20/2024
"Okogie, Josh",Out,Injury/Illness - Lower Abdominal; Strain,Phoenix Suns,PHI@PHX,03/20/2024
"Daniels, Dyson",Out,Injury/Illness - Left Knee; Meniscectomy,New Orleans Pelicans,NOP@ORL,03/21/2024
"Hill, Malcolm",Out,G League - Two-Way,New Orleans Pelicans,NOP@ORL,03/21/2024
"Liddell, E.J.",Out,G League - On Assignment,New Orleans Pelicans,NOP@ORL,03/21/2024
"Ryan, Matt",Questionable,Injury/Illness - Non-COVID; Illness,New Orleans Pelicans,NOP@ORL,03/21/2024
"Seabron, Dereon",Out,G League - Two-Way,New Orleans Pelicans,NOP@ORL,03/21/2024
"Zeller, Cody",Available,Injury/Illness - Face; Mask,New Orleans Pelicans,NOP@ORL,03/21/2024
"Harris, Kevon",Out,G League - Two-Way,Orlando Magic,NOP@ORL,03/21/2024
"Howard, Jett",Out,G League - On Assignment,Orlando Magic,NOP@ORL,03/21/2024
"Queen, Trevelin",Out,G League - Two-Way,Orlando Magic,NOP@ORL,03/21/2024
"Ford, Jordan",Out,G League - Two-Way,Sacramento Kings,SAC@WAS,03/21/2024
"Huerter, Kevin",Out,Injury/Illness - Left Shoulder; Dislocation,Sacramento Kings,SAC@WAS,03/21/2024
"Jones, Mason",Out,G League - Two-Way,Sacramento Kings,SAC@WAS,03/21/2024
"Lyles, Trey",Out,Injury/Illness - Left Knee; Sprain,Sacramento Kings,SAC@WAS,03/21/2024
"Vezenkov, Sasha",Questionable,Injury/Illness - Right Ankle; Sprain,Sacramento Kings,SAC@WAS,03/21/2024
"Avdija, Deni",Available,Injury/Illness - Right Knee; Contusion,Washington Wizards,SAC@WAS,03/21/2024
